ban	ban	ban	ban	ban	gha	gha	gha	gha	gha	kra	kra	kra	kra	kra	las	las	las	las	las	mar	mar	mar	mar	mar
0.13434880480448924	0.13434880480448924	2.7867733978598107e-2	0.5176369824217744	0.185797673990649	0.42659885277219833	0.42659885277219833	1.4334386059759385e-5	0.1307672584078446	1.6020701661699024e-2	5.695495190004811e-3	5.695495190004811e-3	0.4935388118356488	0.4269280581481456	6.814213963619582e-2	0.0	0.0	0.39960002885851914	4.366247238991528e-2	0.5567374987515656	2.5586991318733977e-2	2.5586991318733977e-2	4.537217152262147e-2	0.2184125677819303	0.6850412780579802
0.12841351437988777	0.12841351437988777	2.187998633591831e-2	0.547159301829028	0.17413368307527813	0.4369989148036465	0.4369989148036465	4.594913357064911e-6	0.11494289523926024	1.1054680240089631e-2	3.6853202936351862e-3	3.6853202936351862e-3	0.5157463074129413	0.42005311206063695	5.682993993915134e-2	0.0	0.0	0.378481991066411	3.403842568416005e-2	0.5874795832494291	2.068400975643911e-2	2.068400975643911e-2	3.7956417589939895e-2	0.208516384463034	0.7121591784341479
0.12252999713802283	0.12252999713802283	1.7053093372289975e-2	0.5757191874041772	0.1621677249474873	0.44595076818989887	0.44595076818989887	1.477868699148829e-6	0.10054030278352845	7.556682967974687e-3	2.3785996327394046e-3	2.3785996327394046e-3	0.5359108881498171	0.4120339471995246	4.729796538517955e-2	0.0	0.0	0.3586683270464478	2.647443382109933e-2	0.6148572391324529	1.6788390353562662e-2	1.6788390353562662e-2	3.1370459688448565e-2	0.19830235189642506	0.7367504077080009
0.11679510840208408	0.11679510840208408	1.3191814185218535e-2	0.6030291616165774	0.15018880739403598	0.4537001233724726	0.4537001233724726	4.766241805708882e-7	8.747757894736692e-2	5.121697683507153e-3	1.5342536858161829e-3	1.5342536858161829e-3	0.5541636195125038	0.4034262985252455	3.93415745906184e-2	0.0	0.0	0.34025264507320946	2.053861400569426e-2	0.6392087409210963	1.3683015818403666e-2	1.3683015818403666e-2	2.560871608369406e-2	0.1879135462262037	0.7591117060532949
0.11128147260671953	0.11128147260671953	1.012886276594654e-2	0.628883041779546	0.13842515024106855	0.4604343486365714	0.4604343486365714	1.5402961684060873e-7	7.568676050533907e-2	3.4443881919013e-3	9.90552652022218e-4	9.90552652022218e-4	0.5706460832581721	0.3946323472486923	3.27404641890912e-2	0.0	0.0	0.3232128110838579	1.5888677275416836e-2	0.6608985116407253	1.1198172915022847e-2	1.1198172915022847e-2	2.0647624340679474e-2	0.17749375810067938	0.7794622717285953
0.10604031683081125	0.10604031683081125	7.720452233902918e-3	0.6531485864355888	0.12705032766888566	0.4662971680444379	0.4662971680444379	4.9849176231523613e-8	6.51057942520336e-2	2.2998198099142666e-3	6.409080578618382e-4	6.409080578618382e-4	0.5855036602975644	0.3859317695840626	2.728275400264935e-2	0.0	0.0	0.3074819808440234	1.225381240253399e-2	0.6802642067534427	9.201719287717871e-3	9.201719287717871e-3	1.6444348057964242e-2	0.16717356744876483	0.7979786459178352
0.10110502073199719	0.10110502073199719	5.843444900791036e-3	0.675756720671588	0.11618979296362653	0.47140094375600533	0.47140094375600533	1.614801770206944e-8	5.567268648361058e-2	1.5254098563609873e-3	4.159683425921987e-4	4.159683425921987e-4	0.5988805773378009	0.37751025979329844	2.2777226183716262e-2	0.0	0.0	0.29297984626235246	9.41969964489507e-3	0.6976004540927524	7.590937607015686e-3	7.590937607015686e-3	1.293982404947966e-2	0.15706402290024268	0.8148142778362464
9.64946152942864e-2	9.64946152942864e-2	4.393308002986144e-3	0.6966896816217776	0.10592777978666332	0.4758361804971545	0.4758361804971545	5.2337469206570486e-9	4.732212844326148e-2	1.0055053286826018e-3	2.710027578673075e-4	2.710027578673075e-4	0.610916502088229	0.36948353856537697	1.9057953830659318e-2	0.0	0.0	0.27962504679934913	7.21650809716194e-3	0.713158445103489	6.2859351946196245e-3	6.2859351946196245e-3	1.0063550104247459e-2	0.14725480436627936	0.830109775140234
9.221688670795533e-2	9.221688670795533e-2	3.2823568403020924e-3	0.7159695377537649	9.631433199002232e-2	0.4796784314070794	0.4796784314070794	1.6966800220509388e-9	3.998418294631577e-2	6.589525428454458e-4	1.7731686134153627e-4	1.7731686134153627e-4	0.6217441818913129	0.3619166181260106	1.5984566259993473e-2	0.0	0.0	0.26733928870619267	5.50948850591749e-3	0.7271512227878898	5.224418911328786e-3	5.224418911328786e-3	7.738751780475451e-3	0.1378148412249544	0.8439975691719125
8.827098945138262e-2	8.827098945138262e-2	2.43803143481538e-3	0.7336478777644785	8.737211189794095e-2	0.48299304121160525	0.48299304121160525	5.500118714441287e-10	3.358443919731082e-2	4.2947782946674946e-4	1.1655488788348515e-4	1.1655488788348515e-4	0.6314877960907773	0.3548388039693099	1.3440290164145658e-2	0.0	0.0	0.2560481956318023	4.191664588227699e-3	0.73976013977997	4.357635033451341e-3	4.357635033451341e-3	5.8871765020611444e-3	0.12879416637548075	0.8566033870555554
8.464959042446454e-2	8.464959042446454e-2	1.801130120375157e-3	0.7497970192099984	7.910266982069726e-2	0.48583822363723544	0.48583822363723544	1.78255886582661e-10	2.804508677327263e-2	2.7846577400064725e-4	7.698340271336597e-5	7.698340271336597e-5	0.6402618636064713	0.3482551140099895	1.1329055578112585e-2	0.0	0.0	0.24568113295965566	3.17814865238567e-3	0.7511407183879586	3.6472538692843967e-3	3.6472538692843967e-3	4.433087112479526e-3	0.12022630191825126	0.8680461032307004
8.134060797585077e-2	8.134060797585077e-2	1.324020512632601e-3	0.7645028074657265	7.149195606993941e-2	0.48826693072170213	0.48826693072170213	5.774961850811906e-11	2.3286474245508962e-2	1.796642533372661e-4	5.10956808825456e-5	5.10956808825456e-5	0.6481706338618524	0.34215478607736616	9.572388699016521e-3	0.0	0.0	0.23617090055027756	2.401688830773896e-3	0.7614274106189485	3.062995878264247e-3	3.062995878264247e-3	3.3062437007857076e-3	0.11213078185806608	0.8784369826846197
7.832861503049003e-2	7.832861503049003e-2	9.688879081875775e-4	0.7778589143400867	6.451496769074577e-2	0.4903278939010857	0.4903278939010857	1.869979776953608e-11	1.9228836383019005e-2	1.1537579610988755e-4	3.4079093547582546e-5	3.4079093547582546e-5	0.6553079129203941	0.33651746547469374	8.10646341781685e-3	0.0	0.0	0.22745356948271858	1.8091467946803896e-3	0.7707372837226011	2.580826873151778e-3	2.580826873151778e-3	2.4438323903906026e-3	0.10451559730906458	0.8878789165542412
7.559596691844889e-2	7.559596691844889e-2	7.060854754292876e-4	0.7899624635327533	5.8139517154919634e-2	0.492066132747015	0.492066132747015	6.0515863933552e-12	1.579397326621111e-2	7.376123370740075e-5	2.283888893905185e-5	2.283888893905185e-5	0.6617572694849612	0.3313175743258943	6.879478411266542e-3	0.0	0.0	0.21946848099142732	1.3586844488861249e-3	0.7791728345596867	2.1815839208616187e-3	2.1815839208616187e-3	1.791429766813995e-3	9.737945257620999e-2	0.8964659498152528
7.312370294584475e-2	7.312370294584475e-2	5.126368299682491e-4	0.800910778559034	5.232917871930824e-2	0.4935231510419623	0.4935231510419623	1.9571271892843685e-12	1.2906741569230407e-2	4.6956344887936714e-5	1.5377585903695903e-5	1.5377585903695903e-5	0.6675925498704053	0.32652728247424234	5.849412483544956e-3	0.0	0.0	0.21215834117743287	1.0174995313300046e-3	0.7868241592912371	1.8499248785493832e-3	1.8499248785493832e-3	1.3031757882022619e-3	9.071377914399734e-2	0.9042831953107016
7.089226055927694e-2	7.089226055927694e-2	3.709214449023447e-4	0.8107990479015103	4.704550953503345e-2	0.49473697604497807	0.49473697604497807	6.325119828735833e-13	1.0496276335898827e-2	2.9771573512395282e-5	1.0400476278288242e-5	1.0400476278288242e-5	0.6728786195260505	0.32211842838533533	4.982151136057503e-3	0.0	0.0	0.20546933678519733	7.599942556380976e-4	0.7937706689591645	1.5735206868208815e-3	1.5735206868208815e-3	9.413654208763579e-4	8.450448857098387e-2	0.911407104634498
6.888203319207957e-2	6.888203319207957e-2	2.675538039441493e-4	0.8197187185185395	4.2249661293357145e-2	0.49574214559719065	0.49574214559719065	2.0427205029031676e-13	8.496905380366382e-3	1.880342504808063e-5	7.064525288943735e-6	7.064525288943735e-6	0.6776722460472575	0.3180636757348769	4.24994916728769e-3	0.0	0.0	0.1993512172158982	5.662916530089557e-4	0.8000824911310929	1.3424301981393362e-3	1.3424301981393362e-3	6.756673614594896e-4	7.87334655171568e-2	0.917906006725105
6.707379728774587e-2	6.707379728774587e-2	1.9245166796571101e-4	0.827756453465237	3.7903500291305604e-2	0.4965697079212541	0.4965697079212541	6.592303679494751e-14	6.848751448460946e-3	1.1832708964959508e-5	4.818161731915285e-6	4.818161731915285e-6	0.6820230450195254	0.3143371350953514	3.6301835616595456e-3	0.0	0.0	0.19375731322340192	4.2103490849944894e-4	0.8058216518680986	1.1486130141815756e-3	1.1486130141815756e-3	4.821498272468824e-4	7.337981441113814e-2	0.9238408097332519
6.544902996861576e-2	6.544902996861576e-2	1.380783143009041e-4	0.8349935165064772	3.3970345241990246e-2	0.49724726904233346	0.49724726904233346	2.1259691966913707e-14	5.498041535434981e-3	7.4203798768332504e-6	3.2987298934555955e-6	3.2987298934555955e-6	0.6859744231058725	0.3109146296435554	3.1043497907851905e-3	0.0	0.0	0.18864448391563096	3.1241896133120167e-4	0.8110430971230378	9.855474459311106e-4	9.855474459311106e-4	3.422520367701292e-4	6.84208805580737e-2	0.9292657725132939
6.39901357991112e-2	6.39901357991112e-2	9.883776859489356e-5	0.8415054727677295	3.0415417865453293e-2	0.4977991012285442	0.4977991012285442	6.851354131797548e-15	4.397159403482471e-3	4.638139422302143e-6	2.2665986821013976e-6	2.2665986821013976e-6	0.689564469282917	0.3077737393653076	2.657258154411273e-3	0.0	0.0	0.18397299798093164	2.314133424373335e-4	0.815795588676631	8.479292166167212e-4	8.479292166167212e-4	2.417966257681694e-4	6.383307036653163e-2	0.9342292745744668
6.268059868432975e-2	6.268059868432975e-2	7.059989676306106e-5	0.8473621178462626	2.720608488831489e-2	0.49824631135080977	0.49824631135080977	2.206517620512315e-15	3.504487176195619e-3	2.8901221825725704e-6	1.5626434211105166e-6	1.5626434211105166e-6	0.6928267620587993	0.304893720420582	2.276392233776478e-3	0.0	0.0	0.17970636281858424	1.7114228807014353e-4	0.8201224948933457	7.314327009448035e-4	7.314327009448035e-4	1.700999040146745e-4	5.959249679167637e-2	0.9387745379024194
6.1505072901189665e-2	6.1505072901189665e-2	5.033262916023134e-5	0.8526275676500799	2.4311953918380706e-2	0.4986070592895549	0.4986070592895549	7.101734474638001e-16	2.7840857771708463e-3	1.7956437185837787e-6	1.0806837347233377e-6	1.0806837347233377e-6	0.6957910756789989	0.30225536551001625	1.9513974435153747e-3	0.0	0.0	0.17581111800162252	1.263936312373708e-4	0.82406248836714	6.325209729511979e-4	6.325209729511979e-4	1.1920688239031407e-4	5.5675475755399724e-2	0.9429402754163075
6.044942544578123e-2	6.044942544578123e-2	3.5820538488658746e-5	0.8573604574770017	2.1704871092947064e-2	0.49889681219891335	0.49889681219891335	2.284355851014137e-16	2.205263025412749e-3	1.1125767602610944e-6	7.495309218920387e-7	7.495309218920387e-7	0.6984839805081485	0.29984084713675363	1.673673293254181e-3	0.0	0.0	0.17225660896092665	9.323244376083556e-5	0.8276501585953127	5.48294201496836e-4	5.48294201496836e-4	8.325695642609444e-5	5.2058897786090214e-2	0.94676125685449
5.9500740231153544e-2	5.9500740231153544e-2	2.545170304775582e-5	0.8616142117931609	1.9358856041484216e-2	0.49912861937092123	0.49912861937092123	7.343829128442264e-17	1.7420736878853095e-3	6.875702721867516e-7	5.212369710342381e-7	5.212369710342381e-7	0.7009293415633148	0.29763356799934415	1.4360479633990497e-3	0.0	0.0	0.16901475442549577	6.869921431174088e-5	0.8309165463601925	4.763683379713623e-4	4.763683379713623e-4	5.797296456436967e-5	4.872049689261391e-2	0.950268793466879
5.8647293156489054e-2	5.8647293156489054e-2	1.8057714642846673e-5	0.8654373562826013	1.7249999689777674e-2	0.49931339353178256	0.49931339353178256	2.3597080418793857e-17	1.3727890496719815e-3	4.2388676280074003e-7	3.633646590712084e-7	3.633646590712084e-7	0.7031487247557466	0.29561803046540913	1.2325180495259174e-3	0.0	0.0	0.16605981806638698	5.057566923355546e-5	0.8338896062643796	4.147778342344507e-4	4.147778342344507e-4	4.0259295918475476e-5	4.563903611631982e-2	0.9534911489192929
5.787850568218779e-2	5.787850568218779e-2	1.27944997561766e-5	0.8688738515168838	1.5356342618984501e-2	0.499460186729848	0.499460186729848	7.578582855083629e-18	1.0793658088871021e-3	2.6073141713900624e-7	2.538775110182898e-7	2.538775110182898e-7	0.7051617233019838	0.29377972909545225	1.0580398475419541e-3	0.0	0.0	0.16336819167030972	3.720425113877947e-5	0.8365946040785515	3.6189748418754777e-4	3.6189748418754777e-4	2.7891978101806167e-5	4.279442655717076e-2	0.9564538864963523
5.7184883284247305e-2	5.7184883284247305e-2	9.054133596820647e-6	0.8719634335015611	1.3657745796347457e-2	0.4995764518248878	0.4995764518248878	2.432921729630845e-18	8.469363173056028e-4	1.6003291881932222e-7	1.7774509603555917e-7	1.7774509603555917e-7	0.7069862176500981	0.2921050654517586	9.08361407951364e-4	0.0	0.0	0.16091819440397012	2.7349801690862755e-5	0.8390544557943391	3.163795202710947e-4	3.163795202710947e-4	1.9283658459358322e-5	4.016779412108439e-2	0.9591801631799141
5.655794402603954e-2	5.655794402603954e-2	6.399966258218775e-6	0.8747419507980638	1.2135761183598956e-2	0.4996682834547565	0.4996682834547565	7.807176853020919e-19	6.633350611636326e-4	9.802932328695485e-8	1.2467699860841105e-7	1.2467699860841105e-7	0.7086385817785045	0.2905812819922177	7.798868752807132e-4	0.0	0.0	0.15868989049258925	2.0094172307656558e-5	0.841290015335103	2.7710290037787994e-4	2.7710290037787994e-4	1.3307901253154542e-5	3.774150588890669e-2	0.9616909804090843
5.599014147609768e-2	5.599014147609768e-2	4.5191414950602706e-6	0.8772416912274109	1.0773506678898646e-2	0.4997406349229679	0.4997406349229679	2.5043772221228337e-19	5.186702179971899e-4	5.993606695244414e-8	8.760311491475809e-8	8.760311491475809e-8	0.7101338474153913	0.2891964109346538	6.695664437251817e-4	0.0	0.0	0.1566649259556768	1.4756331927115768e-5	0.8433203177123961	2.4313234982368807e-4	2.4313234982368807e-4	9.169425824245912e-6	3.549916591420471e-2	0.9640053999603238
5.547478531501218e-2	5.547478531501218e-2	3.188001210513897e-6	0.8794916936026111	9.55554776615396e-3	0.49979750955817465	0.49979750955817465	8.030786392003909e-20	4.049443024875203e-4	3.658116329434111e-8	6.164985540712808e-8	6.164985540712808e-8	0.7114858360226725	0.28793923398700716	5.74806690609622e-4	0.0	0.0	0.15482638387130643	1.0832081032810264e-5	0.8451627840476607	2.1368521884565912e-4	2.1368521884565912e-4	6.3092785659495e-6	3.342558843293604e-2	0.9661407318508068
5.500596220901607e-2	5.500596220901607e-2	2.2469789366818336e-6	0.8815180417188875	8.467786884143739e-3	0.4998421266964806	0.4998421266964806	2.574425791958345e-20	3.157243169380309e-4	2.2290100878572532e-8	4.34474331221557e-8	4.34474331221557e-8	0.7127072665893023	0.28679924934395035	4.933971718810604e-4	0.0	0.0	0.15315865689198183	7.948747075032102e-6	0.8468333943609433	1.881046088809896e-4	1.881046088809896e-4	4.336164042708552e-6	3.1506754906751484e-2	0.9681126997114438
5.45784588762491e-2	5.45784588762491e-2	1.5824441695541613e-6	0.8833441391172542	7.497360686077878e-3	0.4998770635561574	0.4998770635561574	8.250431660160216e-21	2.458593265235992e-4	1.3561161630417928e-8	3.065922435235724e-8	3.065922435235724e-8	0.7138098455753153	0.28576664306372296	4.234500425131313e-4	0.0	0.0	0.15164733531686478	5.8312623669486435e-6	0.8483468334207682	1.6583753306706234e-4	1.6583753306706234e-4	2.977112194913735e-6	2.9729760004563312e-2	0.9699355878171076
5.418768872616078e-2	5.418768872616078e-2	1.113614785741485e-6	0.8849909640522065	6.632544880686151e-3	0.49990437497878937	0.49990437497878937	2.6433561603322963e-21	1.9124180380670426e-4	8.238614735194012e-9	2.1660750804768443e-8	2.1660750804768443e-8	0.7148043438450896	0.2848322626819215	3.6335015148717846e-4	0.0	0.0	0.15027910884899812	4.2768462428050185e-6	0.849716614304759	1.4641712500914944e-4	1.4641712500914944e-4	2.0422811615853e-6	2.808275052939755e-2	0.9716223729394226
5.382962300381035e-2	5.382962300381035e-2	7.831496619722966e-7	0.8864773047335617	5.862666109155784e-3	0.49992569338473425	0.49992569338473425	8.466910144734557e-22	1.4860823222091066e-4	4.998310522847186e-9	1.5319903962922337e-8	1.5319903962922337e-8	0.7157006641699184	0.2839875915926686	3.117135976049379e-4	0.0	0.0	0.14904168015773744	3.136162142684808e-6	0.8509551836801198	1.2944810801090992e-4	1.2944810801090992e-4	1.3999964639976872e-6	2.655486039274228e-2	0.973184843394772
5.3500727008839684e-2	5.3500727008839684e-2	5.504039882340473e-7	0.8878199753480789	5.1780202302534675e-3	0.4999423114179767	0.4999423114179767	2.7113834400568186e-22	1.1537413545547267e-4	3.0285912080497774e-9	1.0845957430671898e-8	1.0845957430671898e-8	0.7165079018696959	0.28322472328662845	2.673531517606802e-4	0.0	0.0	0.1479236884667198	2.2993279757277666e-6	0.8520740122053044	1.1459489493551909e-4	1.1459489493551909e-4	9.59142591526805e-7	2.513614400021572e-2	0.9746337070673217
5.319790167312509e-2	5.319790167312509e-2	3.8660484508109274e-7	0.8890340136528839	4.5697963960208325e-3	0.49995524971090716	0.49995524971090716	8.680788297069326e-23	8.949874527781763e-5	1.8329078748627705e-9	7.685499102812701e-9	7.685499102812701e-9	0.717234400381499	0.28253633496816116	2.292492793415661e-4	0.0	0.0	0.14691464155165795	1.6855516744931054e-6	0.8530836728966674	1.0157181479485503e-4	1.0157181479485503e-4	6.567983643629399e-7	2.3817509815636597e-2	0.9759786897564093
5.291843056109503e-2	5.291843056109503e-2	2.7140759805298746e-7	0.8901328611108739	4.030006359337877e-3	0.4999653120450721	0.4999653120450721	2.7786530612027275e-23	6.937480181686226e-5	1.1080389654830072e-9	5.450485049868045e-9	5.450485049868045e-9	0.7178878029574683	0.28191566038820903	1.9652575335248428e-4	0.0	0.0	0.14600485472780458	1.2354664700947078e-6	0.8539939098057254	9.013506252864921e-5	9.013506252864921e-5	4.495893365601442e-7	2.2590655392984743e-2	0.9772286248926214
5.2659932192374526e-2	5.2659932192374526e-2	1.9044260492755365e-7	0.8911285266386937	3.551418533952353e-3	0.4999731299671989	0.4999731299671989	8.892429264537441e-24	5.373939646753643e-5	6.691347017640836e-10	3.868360388062779e-9	3.868360388062779e-9	0.7184751012704269	0.2813564619424291	1.6842905042332656e-4	0.0	0.0	0.14518539561183252	9.054714551608289e-7	0.8548136989167123	8.007604841236184e-5	8.007604841236184e-5	3.0766102042030573e-7	2.144800478732636e-2	0.9783915354548285
5.242031746839746e-2	5.242031746839746e-2	1.3357048763919233e-7	0.8920317350831316	3.127496409585944e-3	0.499979198675603	0.499979198675603	2.8452528679183575e-24	4.160224510805357e-5	4.036862006176399e-10	2.7473888543238228e-9	2.7473888543238228e-9	0.7190026814090184	0.2808530022159042	1.4431088029982382e-4	0.0	0.0	0.14444803364249523	6.635583000364557e-7	0.8555513027992049	7.121588726494664e-5	7.121588726494664e-5	2.1049146792919025e-7	2.0382648959137547e-2	0.9794747087748646
5.2197751904391416e-2	5.2197751904391416e-2	9.364329183107732e-8	0.8928520615485457	2.752340999379692e-3	0.4999839057442503	0.4999839057442503	9.10203759113153e-25	3.2188268182809657e-5	2.433167080594472e-10	1.9524959528124455e-9	1.9524959528124455e-9	0.7194763675444981	0.2804000152262463	1.2361332426364722e-4	0.0	0.0	0.14378519352975733	4.862372806723616e-7	0.856214320232962	6.34008184300155e-5	6.34008184300155e-5	1.4398956816718459e-7	1.9388289556637617e-2	0.9804847648169341
5.199062231811968e-2	5.199062231811968e-2	6.562612695628939e-8	0.8935980526782802	2.420637059353555e-3	0.49998755401550754	0.49998755401550754	2.9112282375640935e-25	2.489182245637557e-5	1.4652838292617748e-10	1.3884003486974269e-9	1.3884003486974269e-9	0.7199014634232265	0.2799926776433998	1.0585615657313094e-4	0.0	0.0	0.14318991196810424	3.5627515173943377e-7	0.856809731756744	5.6498388024198784e-5	5.6498388024198784e-5	9.848892195280704e-8	1.845918628504818e-2	0.9814277184499814
5.179750760038889e-2	5.179750760038889e-2	4.5975218933614514e-8	0.8942773359557761	2.127602868227161e-3	0.4999903797767116	0.4999903797767116	9.309707506471578e-26	1.9240358407696586e-5	8.816899548870956e-11	9.878107327741937e-10	9.878107327741937e-10	0.7202827917619515	0.2796265802612116	9.062600121531863e-5	0.0	0.0	0.1426557970941984	2.610317485797403e-7	0.857343941874053	5.039425729653335e-5	5.039425729653335e-5	6.73636449390049e-8	1.759010793947438e-2	0.9823090361822876
5.161715318400375e-2	5.161715318400375e-2	3.2198056539954234e-8	0.8948967180425005	1.8689433914355486e-3	0.49999256714432017	0.49999256714432017	2.976596872549427e-26	1.4865658347315256e-5	5.301214341559051e-11	7.03151700909678e-10	7.03151700909678e-10	0.7206247315813068	0.2792976999739038	7.75670384860911e-5	0.0	0.0	0.14217699029155326	1.9123763826026124e-7	0.8578228184708084	4.498952680345198e-5	4.498952680345198e-5	4.607492867042031e-8	1.677628708050928e-2	0.9831336877909552
5.144844883289437e-2	5.144844883289437e-2	2.254266293786338e-8	0.895462273114394	1.6408066771542878e-3	0.49999425941365666	0.49999425941365666	9.515466758490784e-27	1.1481140836036818e-5	3.185076068169573e-11	5.007536387571932e-10	5.007536387571932e-10	0.7209312534946741	0.27900237247817244	6.63730256462179e-5	0.0	0.0	0.14174813004624515	1.4009635380741247e-7	0.8582517298574011	4.019848681089986e-5	4.019848681089986e-5	3.15152728786666e-8	1.6013378261402273e-2	0.9839061932497031
5.129040938772187e-2	5.129040938772187e-2	1.57783085201656e-8	0.8959794220994514	1.4397433467963152e-3	0.4999955679912755	0.4999955679912755	3.0413614287695137e-27	8.863998325700727e-6	1.912350864713327e-11	3.5676648521299695e-10	3.5676648521299695e-10	0.7212059529660677	0.27873726588455733	5.678043584196731e-5	0.0	0.0	0.141364317639437	1.0262530967903099e-7	0.8586355797352534	3.5946720947628004e-5	3.5946720947628004e-5	2.1558017345177112e-8	1.5297419666755905e-2	0.9846306653333313
5.114215812529329e-2	5.114215812529329e-2	1.1040899384160284e-8	0.8964530036584965	1.2626690500175334e-3	0.49999657940880016	0.49999657940880016	9.719312085535424e-28	6.841170925236653e-6	1.1474554095524656e-11	2.5428180009053035e-10	2.5428180009053035e-10	0.7214520815558253	0.2784993553838788	4.8562551732178e-5	0.0	0.0	0.14102108452661796	7.517211509234605e-8	0.858978840301267	3.216950349106358e-5	3.216950349106358e-5	1.4748227648124424e-8	1.4624797990399658e-2	0.9853108482543905
5.1002912414149365e-2	5.1002912414149365e-2	7.724058978825254e-9	0.8968873376907711	1.106829756871158e-3	0.4999973608191783	0.4999973608191783	3.105519241555599e-28	5.278354762536747e-6	6.880825861287003e-12	1.8130319753051476e-10	1.8130319753051476e-10	0.7216725761825071	0.27828589907842266	4.1524376463985546e-5	0.0	0.0	0.14071436130215922	5.50597109179304e-8	0.85928558363813	2.8810441433660964e-5	2.8810441433660964e-5	1.0090766729819915e-8	1.3992216360456724e-2	0.9859501526659091
